0,588,24.25,,,,,,,,,,
30,503,22.43,,,,,,,,,,
60,427,20.66,,,,,,,,,,
90,404,20.1,,,,,,,,,,
120,349,18.68,,,,,,,,,,
150,319,17.86,,,,,,,,,,
180,268,16.37,,,,,,,,,,
210,229,15.13,,,,,,,,,,
240,203,14.25,,,,,,,,,,
,,error: ROOT(N),,,,,,,588,203,0,240
,,,,,,,,,588,229,0,210
,,,,,,,,,503,203,30,240
,,,,,,,,,503,229,30,210
,,,,,,,,,588,268,0,180
