MIN=0	0	0	0
MAX=20	100	511	1516.18053811659
SCALE=20	5	100	500
DEC=0	0	0	1
DEF="Time" t / s	"Events" N_A	"Channel" n_A	"Energy" E_A / keV
0	0	0	0
1	0	1	2.96708520179372
2	0	2	5.93417040358744
3	0	3	8.90125560538117
4.002	0	4	11.8683408071749
5.002	0	5	14.8354260089686
6.002	0	6	17.8025112107623
6.999	4	7	20.7695964125561
8	12	8	23.7366816143498
9.002	20	9	26.7037668161435
10	42	10	29.6708520179372
11.003	52	11	32.6379372197309
12.003	57	12	35.6050224215247
13.003	61	13	38.5721076233184
13.999	38	14	41.5391928251121
15.003	36	15	44.5062780269058
16.003	24	16	47.4733632286995
16.999	39	17	50.4404484304933
18.003	18	18	53.407533632287
19.001	19	19	56.3746188340807
	15	20	59.3417040358744
	8	21	62.3087892376682
	15	22	65.2758744394619
	20	23	68.2429596412556
	18	24	71.2100448430493
	26	25	74.1771300448431
	19	26	77.1442152466368
	24	27	80.1113004484305
	39	28	83.0783856502242
	30	29	86.0454708520179
	51	30	89.0125560538117
	58	31	91.9796412556054
	39	32	94.9467264573991
	54	33	97.9138116591928
	33	34	100.880896860987
	40	35	103.84798206278
	30	36	106.815067264574
	25	37	109.782152466368
	26	38	112.749237668161
	27	39	115.716322869955
	26	40	118.683408071749
	18	41	121.650493273543
	25	42	124.617578475336
	20	43	127.58466367713
	16	44	130.551748878924
	30	45	133.518834080717
	25	46	136.485919282511
	25	47	139.453004484305
	24	48	142.420089686099
	17	49	145.387174887892
	17	50	148.354260089686
	27	51	151.32134529148
	20	52	154.288430493274
	19	53	157.255515695067
	31	54	160.222600896861
	21	55	163.189686098655
	42	56	166.156771300448
	32	57	169.123856502242
	25	58	172.090941704036
	31	59	175.05802690583
	24	60	178.025112107623
	17	61	180.992197309417
	24	62	183.959282511211
	29	63	186.926367713004
	32	64	189.893452914798
	33	65	192.860538116592
	21	66	195.827623318386
	34	67	198.794708520179
	33	68	201.761793721973
	33	69	204.728878923767
	32	70	207.695964125561
	35	71	210.663049327354
	36	72	213.630134529148
	35	73	216.597219730942
	44	74	219.564304932735
	40	75	222.531390134529
	25	76	225.498475336323
	36	77	228.465560538117
	32	78	231.43264573991
	39	79	234.399730941704
	38	80	237.366816143498
	40	81	240.333901345291
	55	82	243.300986547085
	24	83	246.268071748879
	41	84	249.235156950673
	40	85	252.202242152466
	32	86	255.16932735426
	22	87	258.136412556054
	18	88	261.103497757847
	27	89	264.070582959641
	27	90	267.037668161435
	29	91	270.004753363229
	22	92	272.971838565022
	19	93	275.938923766816
	20	94	278.90600896861
	20	95	281.873094170404
	21	96	284.840179372197
	23	97	287.807264573991
	21	98	290.774349775785
	25	99	293.741434977578
	17	100	296.708520179372
	19	101	299.675605381166
	14	102	302.64269058296
	22	103	305.609775784753
	27	104	308.576860986547
	18	105	311.543946188341
	14	106	314.511031390135
	16	107	317.478116591928
	24	108	320.445201793722
	18	109	323.412286995516
	17	110	326.379372197309
	24	111	329.346457399103
	10	112	332.313542600897
	15	113	335.280627802691
	19	114	338.247713004484
	15	115	341.214798206278
	15	116	344.181883408072
	14	117	347.148968609865
	12	118	350.116053811659
	12	119	353.083139013453
	16	120	356.050224215247
	12	121	359.01730941704
	16	122	361.984394618834
	17	123	364.951479820628
	10	124	367.918565022421
	14	125	370.885650224215
	8	126	373.852735426009
	14	127	376.819820627803
	9	128	379.786905829596
	15	129	382.75399103139
	17	130	385.721076233184
	15	131	388.688161434978
	8	132	391.655246636771
	17	133	394.622331838565
	15	134	397.589417040359
	11	135	400.556502242152
	19	136	403.523587443946
	10	137	406.49067264574
	13	138	409.457757847534
	17	139	412.424843049327
	6	140	415.391928251121
	13	141	418.359013452915
	11	142	421.326098654709
	6	143	424.293183856502
	19	144	427.260269058296
	16	145	430.22735426009
	13	146	433.194439461883
	7	147	436.161524663677
	12	148	439.128609865471
	8	149	442.095695067265
	11	150	445.062780269058
	10	151	448.029865470852
	13	152	450.996950672646
	6	153	453.964035874439
	7	154	456.931121076233
	15	155	459.898206278027
	6	156	462.865291479821
	9	157	465.832376681614
	7	158	468.799461883408
	9	159	471.766547085202
	5	160	474.733632286995
	4	161	477.700717488789
	3	162	480.667802690583
	3	163	483.634887892377
	4	164	486.60197309417
	3	165	489.569058295964
	7	166	492.536143497758
	5	167	495.503228699552
	5	168	498.470313901345
	1	169	501.437399103139
	3	170	504.404484304933
	3	171	507.371569506726
	4	172	510.33865470852
	1	173	513.305739910314
	4	174	516.272825112108
	4	175	519.239910313901
	0	176	522.206995515695
	4	177	525.174080717489
	5	178	528.141165919282
	0	179	531.108251121076
	4	180	534.07533632287
	1	181	537.042421524664
	2	182	540.009506726457
	4	183	542.976591928251
	3	184	545.943677130045
	1	185	548.910762331839
	4	186	551.877847533632
	1	187	554.844932735426
	0	188	557.81201793722
	3	189	560.779103139013
	1	190	563.746188340807
	3	191	566.713273542601
	3	192	569.680358744395
	0	193	572.647443946188
	2	194	575.614529147982
	0	195	578.581614349776
	2	196	581.548699551569
	2	197	584.515784753363
	1	198	587.482869955157
	5	199	590.449955156951
	2	200	593.417040358744
	6	201	596.384125560538
	3	202	599.351210762332
	3	203	602.318295964125
	6	204	605.285381165919
	9	205	608.252466367713
	11	206	611.219551569507
	9	207	614.1866367713
	14	208	617.153721973094
	23	209	620.120807174888
	22	210	623.087892376682
	16	211	626.054977578475
	27	212	629.022062780269
	45	213	631.989147982063
	32	214	634.956233183857
	44	215	637.92331838565
	41	216	640.890403587444
	59	217	643.857488789238
	43	218	646.824573991031
	51	219	649.791659192825
	43	220	652.758744394619
	53	221	655.725829596413
	57	222	658.692914798206
	44	223	661.66
	43	224	664.627085201794
	44	225	667.594170403587
	39	226	670.561255605381
	29	227	673.528340807175
	25	228	676.495426008968
	25	229	679.462511210762
	10	230	682.429596412556
	18	231	685.39668161435
	5	232	688.363766816143
	5	233	691.330852017937
	4	234	694.297937219731
	2	235	697.265022421525
	2	236	700.232107623318
	2	237	703.199192825112
	2	238	706.166278026906
	3	239	709.1333632287
	1	240	712.100448430493
	0	241	715.067533632287
	0	242	718.034618834081
	2	243	721.001704035874
	2	244	723.968789237668
	0	245	726.935874439462
	0	246	729.902959641256
	0	247	732.870044843049
	1	248	735.837130044843
	0	249	738.804215246637
	0	250	741.77130044843
	0	251	744.738385650224
	0	252	747.705470852018
	0	253	750.672556053812
	0	254	753.639641255605
	0	255	756.606726457399
	0	256	759.573811659193
	1	257	762.540896860987
	0	258	765.50798206278
