MIN=0	0	0	0
MAX=20	10	511	1574.34715789474
SCALE=20	5	100	500
DEC=1	0	0	1
DEF="Time" t / s	"Events" N_A	"Channel" n_A	"Energy" E_A / keV
0	0	0	-45.0387368421053
0.1	0	1	-41.8696842105264
0.2	0	2	-38.7006315789473
0.3	0	3	-35.5315789473684
0.401	0	4	-32.3625263157895
0.5	0	5	-29.1934736842106
0.6	0	6	-26.0244210526316
0.7	0	7	-22.8553684210526
0.799	0	8	-19.6863157894737
0.899	0	9	-16.5172631578948
0.999	0	10	-13.3482105263158
1.099	0	11	-10.1791578947369
1.201	0	12	-7.01010526315793
1.299	0	13	-3.84105263157892
1.399	0	14	-0.672000000000025
1.5	1	15	2.49705263157887
1.599	0	16	5.66610526315787
1.699	0	17	8.83515789473677
1.799	0	18	12.0042105263158
1.9	0	19	15.1732631578948
2	1	20	18.3423157894737
2.1	0	21	21.5113684210526
2.2	0	22	24.6804210526316
2.3	0	23	27.8494736842105
2.4	0	24	31.0185263157895
2.5	1	25	34.1875789473684
2.599	0	26	37.3566315789474
2.699	1	27	40.5256842105263
2.799	0	28	43.6947368421053
2.9	1	29	46.8637894736842
3	0	30	50.0328421052631
3.1	3	31	53.2018947368421
3.2	1	32	56.3709473684211
3.3	2	33	59.54
3.401	0	34	62.7090526315789
3.5	1	35	65.8781052631579
3.6	0	36	69.0471578947368
3.7	3	37	72.2162105263158
3.8	1	38	75.3852631578948
3.9	1	39	78.5543157894737
4	1	40	81.7233684210526
4.101	0	41	84.8924210526316
4.2	0	42	88.0614736842105
4.3	0	43	91.2305263157895
4.4	0	44	94.3995789473684
4.5	0	45	97.5686315789474
4.6	0	46	100.737684210526
4.7	1	47	103.906736842105
4.799	0	48	107.075789473684
4.899	0	49	110.244842105263
4.999	0	50	113.413894736842
5.099	0	51	116.582947368421
5.199	0	52	119.752
5.3	2	53	122.921052631579
5.4	0	54	126.090105263158
5.499	0	55	129.259157894737
5.6	2	56	132.428210526316
5.7	0	57	135.597263157895
5.799	0	58	138.766315789474
5.9	4	59	141.935368421053
6.001	2	60	145.104421052632
6.101	0	61	148.27347368421
6.2	1	62	151.442526315789
6.3	1	63	154.611578947368
6.399	1	64	157.780631578947
6.5	2	65	160.949684210526
6.601	0	66	164.118736842105
6.701	1	67	167.287789473684
6.799	0	68	170.456842105263
6.899	2	69	173.625894736842
6.999	1	70	176.794947368421
7.099	1	71	179.964
7.2	0	72	183.133052631579
7.3	1	73	186.302105263158
7.401	0	74	189.471157894737
7.499	0	75	192.640210526316
7.6	0	76	195.809263157895
7.699	0	77	198.978315789474
7.8	1	78	202.147368421053
7.901	1	79	205.316421052632
8.001	0	80	208.48547368421
8.1	0	81	211.65452631579
8.2	1	82	214.823578947368
8.3	0	83	217.992631578947
8.401	0	84	221.161684210526
8.5	1	85	224.330736842105
8.6	1	86	227.499789473684
8.7	3	87	230.668842105263
8.801	0	88	233.837894736842
8.901	0	89	237.006947368421
9	0	90	240.176
9.1	1	91	243.345052631579
9.2	0	92	246.514105263158
9.3	0	93	249.683157894737
9.4	0	94	252.852210526316
9.501	0	95	256.021263157895
9.601	0	96	259.190315789474
9.7	0	97	262.359368421053
9.8	0	98	265.528421052632
9.9	0	99	268.69747368421
9.999	0	100	271.866526315789
10.099	1	101	275.035578947368
10.201	3	102	278.204631578947
10.299	0	103	281.373684210526
10.399	0	104	284.542736842105
10.499	0	105	287.711789473684
10.599	0	106	290.880842105263
10.699	1	107	294.049894736842
10.799	0	108	297.218947368421
10.9	0	109	300.388
11	0	110	303.557052631579
11.1	1	111	306.726105263158
11.201	0	112	309.895157894737
11.301	0	113	313.064210526316
11.4	1	114	316.233263157895
11.499	1	115	319.402315789474
11.599	0	116	322.571368421053
11.7	0	117	325.740421052632
11.799	1	118	328.909473684211
11.899	0	119	332.078526315789
12	0	120	335.247578947368
12.1	0	121	338.416631578947
12.2	1	122	341.585684210526
12.301	2	123	344.754736842105
12.401	0	124	347.923789473684
12.501	0	125	351.092842105263
12.6	0	126	354.261894736842
12.7	0	127	357.430947368421
12.8	0	128	360.6
12.9	0	129	363.769052631579
13.001	2	130	366.938105263158
13.1	0	131	370.107157894737
13.2	0	132	373.276210526316
13.299	0	133	376.445263157895
13.4	0	134	379.614315789474
13.5	0	135	382.783368421053
13.6	0	136	385.952421052632
13.7	1	137	389.121473684211
13.8	0	138	392.290526315789
13.9	0	139	395.459578947368
14	0	140	398.628631578947
14.101	0	141	401.797684210526
14.2	0	142	404.966736842105
14.3	0	143	408.135789473684
14.399	1	144	411.304842105263
14.499	0	145	414.473894736842
14.599	0	146	417.642947368421
14.7	1	147	420.812
14.799	0	148	423.981052631579
14.899	0	149	427.150105263158
14.999	0	150	430.319157894737
15.099	0	151	433.488210526316
15.2	1	152	436.657263157895
15.3	0	153	439.826315789474
15.401	0	154	442.995368421053
15.499	0	155	446.164421052632
15.599	0	156	449.333473684211
15.7	0	157	452.502526315789
15.799	0	158	455.671578947368
15.899	0	159	458.840631578947
16.001	0	160	462.009684210526
16.099	0	161	465.178736842105
16.202	1	162	468.347789473684
16.299	0	163	471.516842105263
16.399	0	164	474.685894736842
16.499	1	165	477.854947368421
16.599	1	166	481.024
16.7	0	167	484.193052631579
16.8	0	168	487.362105263158
16.9	1	169	490.531157894737
17	0	170	493.700210526316
17.099	0	171	496.869263157895
17.199	0	172	500.038315789474
17.3	0	173	503.207368421053
17.4	0	174	506.376421052632
17.499	1	175	509.54547368421
17.6	0	176	512.71452631579
17.699	0	177	515.883578947368
17.799	0	178	519.052631578947
17.899	0	179	522.221684210526
17.999	0	180	525.390736842105
18.099	1	181	528.559789473684
18.199	0	182	531.728842105263
18.3	0	183	534.897894736842
18.4	0	184	538.066947368421
18.5	0	185	541.236
18.6	0	186	544.405052631579
18.7	0	187	547.574105263158
18.799	0	188	550.743157894737
18.899	0	189	553.912210526316
18.999	0	190	557.081263157895
19.099	0	191	560.250315789474
19.2	0	192	563.419368421053
19.299	1	193	566.588421052632
19.399	1	194	569.75747368421
19.499	0	195	572.926526315789
19.599	0	196	576.095578947368
19.7	0	197	579.264631578947
19.799	0	198	582.433684210526
19.899	1	199	585.602736842105
19.999	0	200	588.771789473684
	0	201	591.940842105263
	1	202	595.109894736842
	0	203	598.278947368421
	0	204	601.448
	0	205	604.617052631579
	0	206	607.786105263158
	0	207	610.955157894737
	0	208	614.124210526316
	0	209	617.293263157895
	0	210	620.462315789474
	1	211	623.631368421053
	0	212	626.800421052632
	0	213	629.96947368421
	0	214	633.138526315789
	0	215	636.307578947368
	0	216	639.476631578947
	0	217	642.645684210526
	0	218	645.814736842105
	0	219	648.983789473684
	0	220	652.152842105263
	0	221	655.321894736842
	0	222	658.490947368421
	0	223	661.66
	0	224	664.829052631579
	0	225	667.998105263158
	0	226	671.167157894737
	0	227	674.336210526316
	0	228	677.505263157895
	0	229	680.674315789474
	0	230	683.843368421053
	0	231	687.012421052632
	0	232	690.18147368421
	0	233	693.350526315789
	0	234	696.519578947368
	0	235	699.688631578947
	0	236	702.857684210526
	0	237	706.026736842105
	0	238	709.195789473684
	0	239	712.364842105263
	0	240	715.533894736842
	0	241	718.702947368421
	0	242	721.872
	0	243	725.041052631579
	0	244	728.210105263158
	0	245	731.379157894737
	0	246	734.548210526316
	0	247	737.717263157895
	0	248	740.886315789474
	1	249	744.055368421053
	1	250	747.224421052632
	0	251	750.39347368421
	0	252	753.562526315789
	1	253	756.731578947368
	0	254	759.900631578947
	0	255	763.069684210526
	0	256	766.238736842105
	0	257	769.407789473684
	0	258	772.576842105263
	1	259	775.745894736842
	0	260	778.914947368421
	0	261	782.084
	0	262	785.253052631579
	0	263	788.422105263158
	0	264	791.591157894737
	0	265	794.760210526316
	0	266	797.929263157895
	0	267	801.098315789474
	0	268	804.267368421053
	0	269	807.436421052632
	0	270	810.60547368421
	0	271	813.774526315789
	0	272	816.943578947368
	0	273	820.112631578947
	0	274	823.281684210526
	1	275	826.450736842105
	0	276	829.619789473684
	1	277	832.788842105263
	0	278	835.957894736842
	0	279	839.126947368421
	0	280	842.296
	0	281	845.465052631579
	0	282	848.634105263158
	1	283	851.803157894737
	0	284	854.972210526316
	0	285	858.141263157895
	0	286	861.310315789474
	0	287	864.479368421053
	0	288	867.648421052632
	0	289	870.81747368421
	0	290	873.986526315789
	0	291	877.155578947368
	0	292	880.324631578947
	0	293	883.493684210526
	0	294	886.662736842105
	0	295	889.831789473684
	0	296	893.000842105263
	0	297	896.169894736842
	0	298	899.338947368421
	0	299	902.508
	0	300	905.677052631579
	0	301	908.846105263158
	0	302	912.015157894737
	0	303	915.184210526316
	0	304	918.353263157895
	0	305	921.522315789474
	0	306	924.691368421053
	0	307	927.860421052632
	0	308	931.02947368421
	0	309	934.198526315789
	2	310	937.367578947368
	0	311	940.536631578947
	0	312	943.705684210526
	0	313	946.874736842105
	0	314	950.043789473684
	0	315	953.212842105263
	0	316	956.381894736842
	1	317	959.550947368421
	0	318	962.72
	0	319	965.889052631579
	1	320	969.058105263158
	0	321	972.227157894737
	0	322	975.396210526316
	0	323	978.565263157895
	0	324	981.734315789474
	0	325	984.903368421053
