Voltage, ChA, Run #5
Time ( s )	Voltage ( V )
0.0000	0.026
0.1000	0.021
0.2000	0.009
0.3000	0.048
0.4000	0.007
0.5000	-2.441E-4
0.6000	0.040
0.7000	0.030
0.8000	0.002
0.9000	0.032
1.0000	0.017
1.1000	-0.005
1.2000	0.028
1.3000	0.031
1.4000	-0.001
1.5000	0.020
1.6000	0.021
1.7000	4.273E-4
1.8000	0.028
1.9000	0.016
2.0000	-0.009
2.1000	0.006
2.2000	0.010
2.3000	3.052E-4
2.4000	0.007
2.5000	0.002
2.6000	-0.003
2.7000	-3.662E-4
2.8000	0.004
2.9000	-0.014
3.0000	-0.009
3.1000	0.006
3.2000	-0.010
3.3000	-0.003
3.4000	-0.023
3.5000	-0.012
3.6000	-0.031
3.7000	-0.016
3.8000	-0.017
3.9000	-0.029
4.0000	-0.026
4.1000	-0.027
4.2000	-0.029
4.3000	-0.038
4.4000	-0.024
4.5000	-0.031
4.6000	-0.036
4.7000	-0.034
4.8000	-0.037
4.9000	-0.035
5.0000	-0.030
5.1000	-0.035
5.2000	-0.032
5.3000	-0.042
5.4000	-0.025
5.5000	-0.043
5.6000	-0.033
5.7000	-0.020
5.8000	-0.050
5.9000	-0.025
6.0000	-0.001
6.1000	-0.031
6.2000	-0.039
6.3000	-0.018
6.4000	-0.016
6.5000	-0.022
6.6000	-0.012
6.7000	-0.018
6.8000	-0.006
6.9000	-0.005
7.0000	-0.008
7.1000	-0.016
7.2000	-0.004
7.3000	-0.010
7.4000	-0.001
7.5000	0.001
7.6000	0.019
7.7000	0.026
7.8000	0.032
7.9000	0.039
8.0000	0.068
8.1000	0.067
8.2000	0.060
8.3000	0.069
8.4000	0.077
8.5000	0.075
8.6000	0.066
8.7000	0.055
8.8000	0.063
8.9000	0.075
9.0000	0.070
9.1000	0.056
9.2000	0.065
9.3000	0.066
9.4000	0.063
9.5000	0.061
9.6000	0.035
9.7000	0.034
9.8000	0.054
9.9000	0.032
10.0000	0.024
10.1000	0.017
10.2000	0.015
10.3000	0.023
10.4000	0.009
10.5000	-0.004
10.6000	-0.002
10.7000	-0.007
10.8000	-0.008
10.9000	-0.011
11.0000	-0.023
11.1000	-0.029
11.2000	-0.026
11.3000	-0.026
11.4000	-0.042
11.5000	-0.047
11.6000	-0.048
11.7000	-0.041
11.8000	-0.045
11.9000	-0.049
12.0000	-0.058
12.1000	-0.066
12.2000	-0.049
12.3000	-0.050
12.4000	-0.055
12.5000	-0.066
12.6000	-0.055
12.7000	-0.056
12.8000	-0.047
12.9000	-0.058
13.0000	-0.066
13.1000	-0.059
13.2000	-0.044
13.3000	-0.053
13.4000	-0.061
13.5000	-0.054
13.6000	-0.047
13.7000	-0.038
13.8000	-0.046
13.9000	-0.049
14.0000	-0.043
14.1000	-0.040
14.2000	-0.029
14.3000	-0.030
14.4000	-0.034
14.5000	-0.029
14.6000	-0.020
14.7000	-0.015
14.8000	-0.019
14.9000	-0.021
15.0000	-0.004
15.1000	-9.766E-4
15.2000	0.005
15.3000	-0.002
15.4000	-0.006
15.5000	0.010
15.6000	0.021
15.7000	0.010
15.8000	0.009
15.9000	0.009
16.0000	0.021
16.1000	0.027
16.2000	0.023
16.3000	0.025
16.4000	0.030
16.5000	0.032
16.6000	0.042
16.7000	0.039
16.8000	0.033
16.9000	0.038
17.0000	0.045
