Voltage, ChA, Run #6
Time ( s )	Voltage ( V )
0.0000	0.191
0.1000	0.196
0.2000	0.200
0.3000	0.210
0.4000	0.214
0.5000	0.215
0.6000	0.202
0.7000	0.211
0.8000	0.216
0.9000	0.211
1.0000	0.203
1.1000	0.203
1.2000	0.202
1.3000	0.203
1.4000	0.196
1.5000	0.189
1.6000	0.179
1.7000	0.182
1.8000	0.169
1.9000	0.174
2.0000	0.153
2.1000	0.144
2.2000	0.145
2.3000	0.134
2.4000	0.128
2.5000	0.119
2.6000	0.108
2.7000	0.100
2.8000	0.096
2.9000	0.089
3.0000	0.075
3.1000	0.067
3.2000	0.061
3.3000	0.057
3.4000	0.044
3.5000	0.035
3.6000	0.028
3.7000	0.022
3.8000	0.015
3.9000	0.009
4.0000	-0.006
4.1000	-0.012
4.2000	-0.013
4.3000	-0.023
4.4000	-0.034
4.5000	-0.044
4.6000	-0.049
4.7000	-0.054
4.8000	-0.064
4.9000	-0.072
5.0000	-0.084
5.1000	-0.089
5.2000	-0.093
5.3000	-0.100
5.4000	-0.116
5.5000	-0.121
5.6000	-0.124
5.7000	-0.131
5.8000	-0.143
5.9000	-0.150
6.0000	-0.157
6.1000	-0.159
6.2000	-0.166
6.3000	-0.173
6.4000	-0.184
6.5000	-0.188
6.6000	-0.188
6.7000	-0.192
6.8000	-0.202
6.9000	-0.204
7.0000	-0.207
7.1000	-0.204
7.2000	-0.211
7.3000	-0.212
7.4000	-0.214
7.5000	-0.217
7.6000	-0.210
7.7000	-0.209
7.8000	-0.214
7.9000	-0.212
8.0000	-0.206
8.1000	-0.206
8.2000	-0.202
8.3000	-0.199
8.4000	-0.197
8.5000	-0.192
8.6000	-0.186
8.7000	-0.177
8.8000	-0.173
8.9000	-0.172
9.0000	-0.159
9.1000	-0.154
9.2000	-0.150
9.3000	-0.145
9.4000	-0.135
9.5000	-0.129
9.6000	-0.123
9.7000	-0.115
9.8000	-0.109
9.9000	-0.102
10.0000	-0.094
10.1000	-0.089
10.2000	-0.086
10.3000	-0.077
10.4000	-0.071
10.5000	-0.065
10.6000	-0.059
10.7000	-0.055
10.8000	-0.048
10.9000	-0.044
11.0000	-0.039
11.1000	-0.032
11.2000	-0.028
11.3000	-0.025
11.4000	-0.018
11.5000	-0.015
11.6000	-0.009
11.7000	-0.008
11.8000	-0.002
11.9000	0.003
12.0000	0.005
12.1000	0.010
12.2000	0.014
12.3000	0.018
12.4000	0.023
12.5000	0.027
12.6000	0.029
12.7000	0.034
12.8000	0.041
12.9000	0.044
13.0000	0.050
13.1000	0.054
13.2000	0.059
13.3000	0.065
13.4000	0.070
13.5000	0.074
13.6000	0.080
13.7000	0.086
13.8000	0.090
13.9000	0.096
14.0000	0.101
14.1000	0.105
14.2000	0.110
14.3000	0.116
14.4000	0.122
14.5000	0.124
14.6000	0.130
14.7000	0.132
14.8000	0.138
14.9000	0.144
15.0000	0.143
15.1000	0.147
15.2000	0.152
15.3000	0.155
15.4000	0.157
15.5000	0.155
15.6000	0.160
15.7000	0.163
15.8000	0.163
15.9000	0.164
16.0000	0.163
16.1000	0.163
16.2000	0.162
16.3000	0.165
16.4000	0.160
16.5000	0.159
16.6000	0.156
16.7000	0.156
16.8000	0.151
16.9000	0.146
17.0000	0.144
17.1000	0.139
17.2000	0.136
17.3000	0.135
17.4000	0.128
17.5000	0.121
17.6000	0.119
17.7000	0.116
17.8000	0.111
17.9000	0.107
18.0000	0.099
18.1000	0.093
18.2000	0.092
18.3000	0.082
18.4000	0.075
18.5000	0.070
18.6000	0.064
18.7000	0.059
18.8000	0.054
18.9000	0.047
19.0000	0.042
19.1000	0.035
19.2000	0.029
19.3000	0.024
19.4000	0.016
19.5000	0.011
19.6000	0.003
19.7000	-0.003
19.8000	-0.010
19.9000	-0.013
20.0000	-0.017
20.1000	-0.025
20.2000	-0.030
20.3000	-0.034
20.4000	-0.038
20.5000	-0.048
20.6000	-0.054
20.7000	-0.057
20.8000	-0.063
20.9000	-0.070
21.0000	-0.074
21.1000	-0.081
21.2000	-0.084
21.3000	-0.088
21.4000	-0.094
21.5000	-0.098
21.6000	-0.102
21.7000	-0.102
21.8000	-0.108
21.9000	-0.115
22.0000	-0.113
22.1000	-0.118
22.2000	-0.120
22.3000	-0.125
22.4000	-0.120
22.5000	-0.129
22.6000	-0.128
22.7000	-0.127
22.8000	-0.129
22.9000	-0.135
23.0000	-0.132
23.1000	-0.131
23.2000	-0.131
23.3000	-0.130
23.4000	-0.129
23.5000	-0.130
23.6000	-0.129
23.7000	-0.127
23.8000	-0.124
23.9000	-0.124
24.0000	-0.122
24.1000	-0.119
24.2000	-0.116
24.3000	-0.117
24.4000	-0.107
24.5000	-0.106
24.6000	-0.105
24.7000	-0.103
24.8000	-0.097
24.9000	-0.095
25.0000	-0.092
25.1000	-0.083
25.2000	-0.083
25.3000	-0.080
25.4000	-0.074
25.5000	-0.070
25.6000	-0.070
25.7000	-0.063
25.8000	-0.057
25.9000	-0.056
26.0000	-0.051
26.1000	-0.047
26.2000	-0.043
26.3000	-0.042
26.4000	-0.036
26.5000	-0.031
26.6000	-0.029
26.7000	-0.023
26.8000	-0.018
26.9000	-0.018
27.0000	-0.013
27.1000	-0.009
27.2000	-0.008
27.3000	-0.001
27.4000	0.002
27.5000	0.008
27.6000	0.010
27.7000	0.012
27.8000	0.018
27.9000	0.022
28.0000	0.024
28.1000	0.027
28.2000	0.034
28.3000	0.033
28.4000	0.038
28.5000	0.041
28.6000	0.046
28.7000	0.050
28.8000	0.051
28.9000	0.056
29.0000	0.059
29.1000	0.060
29.2000	0.066
29.3000	0.071
29.4000	0.070
29.5000	0.078
29.6000	0.077
29.7000	0.081
29.8000	0.084
29.9000	0.085
30.0000	0.088
30.1000	0.088
30.2000	0.095
30.3000	0.097
30.4000	0.093
30.5000	0.098
30.6000	0.098
30.7000	0.100
30.8000	0.101
30.9000	0.101
31.0000	0.103
31.1000	0.100
31.2000	0.103
31.3000	0.105
31.4000	0.101
31.5000	0.100
31.6000	0.103
31.7000	0.099
31.8000	0.098
31.9000	0.096
32.0000	0.096
32.1000	0.093
32.2000	0.092
32.3000	0.091
32.4000	0.090
32.5000	0.084
32.6000	0.084
32.7000	0.084
32.8000	0.077
32.9000	0.076
33.0000	0.075
33.1000	0.070
33.2000	0.065
33.3000	0.062
33.4000	0.060
33.5000	0.055
33.6000	0.054
33.7000	0.048
33.8000	0.047
33.9000	0.038
34.0000	0.038
34.1000	0.035
34.2000	0.031
34.3000	0.025
34.4000	0.020
34.5000	0.020
34.6000	0.016
34.7000	0.012
34.8000	0.005
34.9000	0.003
35.0000	-0.005
35.1000	-0.009
35.2000	-0.009
35.3000	-0.014
35.4000	-0.017
35.5000	-0.018
35.6000	-0.024
35.7000	-0.030
35.8000	-0.035
35.9000	-0.033
36.0000	-0.042
36.1000	-0.044
36.2000	-0.047
36.3000	-0.050
36.4000	-0.054
36.5000	-0.054
36.6000	-0.057
36.7000	-0.065
36.8000	-0.064
36.9000	-0.067
37.0000	-0.069
37.1000	-0.069
37.2000	-0.069
37.3000	-0.073
37.4000	-0.074
37.5000	-0.073
37.6000	-0.077
37.7000	-0.082
37.8000	-0.080
37.9000	-0.077
38.0000	-0.082
38.1000	-0.076
38.2000	-0.078
38.3000	-0.080
38.4000	-0.086
38.5000	-0.077
38.6000	-0.076
38.7000	-0.079
38.8000	-0.077
38.9000	-0.075
39.0000	-0.077
39.1000	-0.075
39.2000	-0.073
39.3000	-0.070
39.4000	-0.068
39.5000	-0.067
39.6000	-0.067
39.7000	-0.067
39.8000	-0.060
39.9000	-0.057
40.0000	-0.058
40.1000	-0.056
40.2000	-0.053
40.3000	-0.048
40.4000	-0.047
40.5000	-0.045
40.6000	-0.039
40.7000	-0.040
40.8000	-0.035
40.9000	-0.031
41.0000	-0.034
41.1000	-0.026
41.2000	-0.027
41.3000	-0.022
41.4000	-0.021
41.5000	-0.020
41.6000	-0.013
41.7000	-0.012
41.8000	-0.010
41.9000	-0.003
42.0000	0.000
42.1000	7.324E-4
42.2000	0.002
42.3000	0.005
42.4000	0.012
42.5000	0.011
42.6000	0.016
42.7000	0.019
42.8000	0.020
42.9000	0.022
43.0000	0.027
43.1000	0.032
