Voltage, ChA, Run #1
Time ( s )	Voltage ( V )
0.0000	-2.441E-4
0.1000	-0.003
0.2000	0.006
0.3000	-0.001
0.4000	-0.003
0.5000	6.104E-5
0.6000	0.001
0.7000	0.001
0.8000	-7.324E-4
0.9000	0.006
1.0000	-0.004
1.1000	0.006
1.2000	0.008
1.3000	-0.013
1.4000	0.004
1.5000	0.010
1.6000	-0.003
1.7000	1.831E-4
1.8000	0.003
1.9000	-0.002
2.0000	-0.005
2.1000	0.007
2.2000	-0.002
2.3000	-0.006
2.4000	0.005
2.5000	-0.006
2.6000	-0.001
2.7000	0.002
2.8000	-0.004
2.9000	0.004
3.0000	-3.052E-4
3.1000	-0.003
3.2000	0.004
3.3000	-0.003
3.4000	0.003
3.5000	0.003
3.6000	-4.273E-4
3.7000	-5.493E-4
3.8000	0.001
3.9000	-2.441E-4
4.0000	-0.005
4.1000	0.002
4.2000	-0.002
4.3000	-0.004
4.4000	0.002
4.5000	-0.002
4.6000	-0.003
4.7000	0.002
4.8000	0.001
4.9000	-0.003
5.0000	0.002
5.1000	-4.883E-4
5.2000	-4.273E-4
5.3000	7.324E-4
5.4000	-0.004
5.5000	0.004
5.6000	-0.002
5.7000	3.662E-4
5.8000	9.766E-4
5.9000	-0.026
6.0000	0.003
6.1000	0.017
6.2000	-0.015
6.3000	-0.008
6.4000	0.005
6.5000	0.002
6.6000	-0.003
6.7000	-0.001
6.8000	-0.001
6.9000	-0.002
7.0000	0.005
7.1000	-0.006
7.2000	0.003
7.3000	-0.002
7.4000	5.493E-4
7.5000	-6.714E-4
7.6000	1.831E-4
7.7000	-0.002
7.8000	3.052E-4
7.9000	-0.003
8.0000	8.545E-4
8.1000	-0.002
8.2000	3.662E-4
8.3000	-0.002
8.4000	-1.221E-4
8.5000	-0.002
8.6000	0.001
8.7000	-0.004
8.8000	0.006
8.9000	-0.006
9.0000	0.003
9.1000	1.221E-4
9.2000	-0.002
9.3000	-0.001
9.4000	0.003
9.5000	-0.003
9.6000	-0.001
9.7000	0.004
9.8000	-0.004
9.9000	-0.005
10.0000	9.766E-4
10.1000	9.156E-4
10.2000	-0.004
10.3000	-0.001
10.4000	-6.104E-5
10.5000	-0.005
10.6000	6.104E-5
10.7000	0.002
10.8000	-0.003
10.9000	-0.005
11.0000	0.003
11.1000	8.545E-4
11.2000	-0.008
11.3000	0.004
11.4000	0.004
11.5000	-0.012
11.6000	0.424
11.7000	-0.427
11.8000	0.184
11.9000	0.273
12.0000	-0.406
12.1000	0.144
12.2000	0.101
12.3000	-0.145
12.4000	-5.493E-4
12.5000	0.092
12.6000	-0.026
12.7000	-0.017
12.8000	0.007
12.9000	-0.033
13.0000	0.013
13.1000	0.006
13.2000	0.011
13.3000	4.273E-4
13.4000	-0.032
13.5000	0.021
13.6000	0.035
13.7000	-0.042
13.8000	0.006
13.9000	0.036
14.0000	-0.044
14.1000	9.156E-4
14.2000	0.041
14.3000	-0.036
14.4000	-0.011
14.5000	0.037
14.6000	-0.021
14.7000	-0.015
14.8000	0.027
14.9000	-0.010
15.0000	-0.014
15.1000	0.019
15.2000	-0.004
15.3000	-0.011
15.4000	0.014
15.5000	-9.766E-4
15.6000	-0.006
15.7000	0.004
15.8000	0.003
15.9000	-0.002
16.0000	0.006
16.1000	-0.004
16.2000	0.002
16.3000	0.003
16.4000	-0.005
16.5000	7.324E-4
16.6000	0.005
16.7000	-0.010
16.8000	2.441E-4
16.9000	0.004
17.0000	-0.006
17.1000	-0.003
17.2000	0.006
17.3000	-0.006
17.4000	1.831E-4
17.5000	0.003
17.6000	0.001
17.7000	-0.002
17.8000	0.003
17.9000	0.001
18.0000	-0.001
18.1000	-4.273E-4
18.2000	0.002
18.3000	-0.004
18.4000	-4.883E-4
18.5000	0.002
18.6000	-0.005
18.7000	9.766E-4
18.8000	0.002
18.9000	-0.006
19.0000	-0.003
19.1000	0.006
19.2000	-0.005
19.3000	-6.714E-4
19.4000	9.156E-4
19.5000	1.831E-4
19.6000	-0.002
19.7000	0.002
19.8000	-0.001
19.9000	6.104E-4
20.0000	0.002
20.1000	-0.002
20.2000	-0.001
20.3000	0.003
20.4000	-0.005
20.5000	-0.002
20.6000	0.005
20.7000	-0.006
20.8000	-0.004
20.9000	0.001
21.0000	-7.935E-4
21.1000	-0.005
21.2000	0.002
