Voltage, ChA, Run #2
Time ( s )	Voltage ( V )
0.0000	-0.077
0.1000	-0.103
0.2000	-0.092
0.3000	-0.103
0.4000	-0.095
0.5000	-0.081
0.6000	-0.091
0.7000	-0.097
0.8000	-0.109
0.9000	-0.078
1.0000	-0.035
1.1000	-0.094
1.2000	-0.061
1.3000	-0.110
1.4000	-0.049
1.5000	-0.032
1.6000	-0.014
1.7000	-0.085
1.8000	-0.022
1.9000	-0.048
2.0000	-0.042
2.1000	-6.104E-5
2.2000	-0.014
2.3000	0.117
2.4000	-0.126
2.5000	0.050
2.6000	0.101
2.7000	-0.078
2.8000	0.065
2.9000	0.084
3.0000	0.047
3.1000	0.090
3.2000	0.022
3.3000	0.053
3.4000	0.140
3.5000	0.024
3.6000	0.129
3.7000	0.200
3.8000	0.006
3.9000	0.076
4.0000	0.182
4.1000	0.049
4.2000	0.086
4.3000	0.154
4.4000	0.092
4.5000	0.081
4.6000	0.134
4.7000	0.115
4.8000	0.049
4.9000	0.109
5.0000	0.138
5.1000	0.078
5.2000	0.063
5.3000	0.109
5.4000	0.092
5.5000	0.067
5.6000	0.098
5.7000	0.075
5.8000	0.033
5.9000	0.073
6.0000	0.083
6.1000	0.040
6.2000	0.030
6.3000	0.046
6.4000	0.035
6.5000	0.020
6.6000	0.031
6.7000	0.016
6.8000	-0.012
6.9000	0.014
7.0000	0.008
7.1000	-0.019
7.2000	-0.019
7.3000	-0.012
7.4000	-0.025
7.5000	-0.026
7.6000	-0.035
7.7000	-0.045
7.8000	-0.050
7.9000	-0.040
8.0000	-0.054
8.1000	-0.059
8.2000	-0.070
8.3000	-0.062
8.4000	-0.059
8.5000	-0.066
8.6000	-0.078
8.7000	-0.073
8.8000	-0.071
8.9000	-0.067
9.0000	-0.073
9.1000	-0.076
9.2000	-0.079
9.3000	-0.066
9.4000	-0.074
9.5000	-0.068
9.6000	-0.073
9.7000	-0.074
9.8000	-0.061
9.9000	-0.060
10.0000	-0.067
10.1000	-0.059
10.2000	-0.057
10.3000	-0.055
10.4000	-0.041
10.5000	-0.039
10.6000	-0.050
10.7000	-0.034
10.8000	-0.030
10.9000	-0.026
11.0000	-0.016
11.1000	-0.022
11.2000	-0.016
11.3000	-8.545E-4
11.4000	-0.011
11.5000	3.662E-4
11.6000	0.006
11.7000	2.441E-4
11.8000	0.014
11.9000	0.019
12.0000	0.010
12.1000	0.022
12.2000	0.025
12.3000	0.030
12.4000	0.026
12.5000	0.037
12.6000	0.031
12.7000	0.035
12.8000	0.044
12.9000	0.045
13.0000	0.041
13.1000	0.046
13.2000	0.044
13.3000	0.050
13.4000	0.049
13.5000	0.048
13.6000	0.050
13.7000	0.049
13.8000	0.050
13.9000	0.049
14.0000	0.047
14.1000	0.038
14.2000	0.047
14.3000	0.046
14.4000	0.038
14.5000	0.039
14.6000	0.039
14.7000	0.033
14.8000	0.033
14.9000	0.029
15.0000	0.026
15.1000	0.026
15.2000	0.022
15.3000	0.021
15.4000	0.017
15.5000	0.017
15.6000	0.008
15.7000	0.011
15.8000	0.009
15.9000	1.221E-4
16.0000	-7.935E-4
16.1000	1.831E-4
16.2000	-0.006
16.3000	-0.009
16.4000	-0.012
16.5000	-0.013
16.6000	-0.024
16.7000	-0.015
16.8000	-0.021
16.9000	-0.030
17.0000	-0.023
17.1000	-0.028
17.2000	-0.034
17.3000	-0.025
17.4000	-0.034
17.5000	-0.036
17.6000	-0.031
17.7000	-0.033
17.8000	-0.038
17.9000	-0.033
18.0000	-0.041
18.1000	-0.038
18.2000	-0.029
18.3000	-0.041
18.4000	-0.039
18.5000	-0.027
18.6000	-0.042
18.7000	-0.033
18.8000	-0.032
18.9000	-0.042
19.0000	-0.024
19.1000	-0.022
19.2000	-0.034
19.3000	-0.022
19.4000	-0.017
19.5000	-0.025
19.6000	-0.016
19.7000	-0.012
19.8000	-0.018
19.9000	-0.013
20.0000	-0.003
20.1000	-0.011
20.2000	-0.007
20.3000	0.003
20.4000	-0.006
20.5000	0.003
20.6000	0.007
20.7000	0.003
20.8000	0.002
20.9000	0.017
21.0000	0.007
21.1000	0.014
21.2000	0.016
21.3000	0.013
21.4000	0.013
21.5000	0.029
21.6000	0.018
21.7000	0.021
21.8000	0.022
21.9000	0.021
22.0000	0.030
22.1000	0.023
22.2000	0.022
22.3000	0.033
22.4000	0.020
22.5000	0.019
22.6000	0.030
22.7000	0.024
22.8000	0.018
22.9000	0.027
23.0000	0.023
23.1000	0.019
23.2000	0.021
23.3000	0.018
23.4000	0.016
23.5000	0.021
23.6000	0.015
23.7000	0.012
23.8000	0.013
23.9000	0.010
24.0000	0.016
24.1000	0.009
24.2000	0.008
24.3000	0.015
24.4000	0.005
24.5000	0.010
24.6000	-0.005
24.7000	0.008
24.8000	0.003
24.9000	-0.004
25.0000	-4.883E-4
25.1000	7.324E-4
25.2000	-0.009
25.3000	-0.007
25.4000	-0.002
25.5000	-0.004
25.6000	-0.018
25.7000	-0.002
25.8000	-0.013
25.9000	-0.018
26.0000	-0.007
26.1000	-0.010
26.2000	-0.021
26.3000	-0.011
26.4000	-0.015
26.5000	-0.013
26.6000	-0.024
26.7000	-0.017
26.8000	-0.015
26.9000	-0.023
27.0000	-0.017
27.1000	-0.011
27.2000	-0.024
27.3000	-0.016
27.4000	-0.013
27.5000	-0.019
27.6000	-0.019
27.7000	-0.012
27.8000	-0.011
27.9000	-0.017
28.0000	-0.016
28.1000	-0.010
28.2000	-0.011
28.3000	-0.013
28.4000	-0.006
28.5000	-0.006
28.6000	-0.012
28.7000	-0.003
28.8000	-0.003
28.9000	-0.003
29.0000	-0.005
29.1000	0.002
29.2000	-0.004
29.3000	0.001
29.4000	0.005
29.5000	-0.004
29.6000	0.003
29.7000	0.009
29.8000	0.003
29.9000	0.012
30.0000	0.003
30.1000	0.010
30.2000	0.012
30.3000	0.009
30.4000	0.008
30.5000	0.013
30.6000	0.009
30.7000	0.014
30.8000	0.010
30.9000	0.012
31.0000	0.007
31.1000	0.016
31.2000	0.010
31.3000	0.004
31.4000	0.016
31.5000	0.008
31.6000	0.008
31.7000	0.012
31.8000	0.007
31.9000	0.007
32.0000	0.014
32.1000	0.009
32.2000	0.010
32.3000	0.010
32.4000	0.003
32.5000	0.003
32.6000	0.008
32.7000	0.003
32.8000	0.004
32.9000	0.006
33.0000	-0.005
33.1000	0.004
33.2000	0.002
33.3000	-4.273E-4
33.4000	-0.007
33.5000	0.002
33.6000	-0.005
33.7000	-0.008
33.8000	-0.003
33.9000	-0.005
34.0000	-0.014
34.1000	0.001
34.2000	-0.008
