Output Voltage, Run #16
Time ( s )	Voltage ( V )
3.3300	-2.065
3.3400	3.150
3.3500	2.159
3.3600	2.362
3.3700	2.216
3.3800	2.132
3.3900	-2.838
3.4000	-2.715
3.4100	-1.240
3.4200	-2.601
3.4300	-2.035
3.4400	3.154
3.4500	2.451
3.4600	2.554
3.4700	2.318
3.4800	2.153
3.4900	-2.881
3.5000	-2.666
3.5100	-1.262
3.5200	-2.580
3.5300	-2.058
3.5400	3.175
3.5500	2.230
3.5600	2.550
3.5700	2.278
3.5800	2.194
3.5900	-2.873
3.6000	-2.694
3.6100	-1.222
3.6200	-2.611
3.6300	-2.047
3.6400	3.159
3.6500	2.463
3.6600	2.557
3.6700	2.289
3.6800	2.174
3.6900	-2.900
3.7000	-2.665
3.7100	-1.243
3.7200	-2.614
3.7300	-2.062
3.7400	3.207
3.7500	2.353
3.7600	2.564
3.7700	2.292
3.7800	2.198
3.7900	-2.905
3.8000	-2.679
3.8100	-1.240
3.8200	-2.623
3.8300	-2.039
3.8400	3.196
3.8500	2.452
3.8600	2.564
3.8700	2.286
3.8800	2.200
3.8900	-2.904
3.9000	-2.654
3.9100	-1.241
3.9200	-2.610
3.9300	-2.070
3.9400	3.216
3.9500	2.391
3.9600	2.588
3.9700	2.272
3.9800	2.163
3.9900	-2.913
4.0000	-2.653
4.0100	-1.254
4.0200	-2.590
4.0300	-2.064
4.0400	3.195
4.0500	2.429
4.0600	2.400
4.0700	2.238
4.0800	2.081
4.0900	-2.853
4.1000	-2.709
4.1100	-1.235
4.1200	-2.637
4.1300	-2.022
4.1400	3.148
4.1500	2.446
4.1600	2.550
4.1700	2.339
4.1800	2.089
4.1900	-2.880
4.2000	-2.665
4.2100	-1.256
4.2200	-2.582
4.2300	-2.050
4.2400	3.154
4.2500	2.387
4.2600	2.548
4.2700	2.336
4.2800	2.110
4.2900	-2.915
4.3000	-2.658
4.3100	-1.238
4.3200	-2.579
4.3300	-2.040
4.3400	3.092
4.3500	2.124
4.3600	2.404
4.3700	2.239
4.3800	2.175
4.3900	-2.880
4.4000	-2.681
4.4100	-1.240
4.4200	-2.621
4.4300	-2.029
4.4400	3.159
4.4500	2.471
4.4600	2.647
4.4700	2.374
4.4800	2.159
4.4900	-2.896
4.5000	-2.654
4.5100	-1.246
4.5200	-2.611
4.5300	-2.058
4.5400	3.210
4.5500	2.382
4.5600	2.556
4.5700	2.277
4.5800	2.212
4.5900	-2.896
4.6000	-2.673
4.6100	-1.207
4.6200	-2.638
4.6300	-2.024
4.6400	3.116
4.6500	2.256
4.6600	2.558
4.6700	2.121
4.6800	2.102
4.6900	-2.896
4.7000	-2.648
4.7100	-1.251
4.7200	-2.609
4.7300	-2.041
4.7400	3.173
4.7500	2.467
4.7600	2.557
4.7700	2.332
4.7800	2.165
4.7900	-2.894
4.8000	-2.663
4.8100	-1.247
4.8200	-2.622
4.8300	-2.035
4.8400	3.195
4.8500	2.435
4.8600	2.560
4.8700	2.316
4.8800	2.208
4.8900	-2.913
4.9000	-2.646
4.9100	-1.252
4.9200	-2.630
4.9300	-2.035
4.9400	3.195
4.9500	2.481
4.9600	2.567
4.9700	2.348
4.9800	2.191
4.9900	-2.900
5.0000	-2.650
5.0100	-1.240
5.0200	-2.619
5.0300	-2.053
5.0400	3.202
5.0500	2.452
5.0600	2.567
5.0700	2.299
5.0800	2.216
5.0900	-2.871
5.1000	-2.668
5.1100	-1.236
5.1200	-2.643
5.1300	-2.065
5.1400	3.254
5.1500	2.391
5.1600	2.575
5.1700	2.279
5.1800	2.196
5.1900	-2.921
5.2000	-2.642
5.2100	-1.235
5.2200	-2.625
5.2300	-2.058
5.2400	3.212
5.2500	2.458
5.2600	2.575
5.2700	2.336
5.2800	2.156
5.2900	-2.932
5.3000	-2.652
5.3100	-1.251
5.3200	-2.636
5.3300	-2.023
5.3400	3.187
5.3500	2.412
5.3600	2.554
5.3700	2.322
5.3800	2.186
5.3900	-2.960
5.4000	-2.631
5.4100	-1.246
5.4200	-2.635
5.4300	-2.025
5.4400	3.179
5.4500	2.440
5.4600	2.556
5.4700	2.324
5.4800	2.166
5.4900	-2.952
5.5000	-2.628
5.5100	-1.255
5.5200	-2.642
5.5300	-2.035
5.5400	3.190
5.5500	2.426
5.5600	2.555
5.5700	2.264
5.5800	2.175
5.5900	-2.917
5.6000	-2.657
5.6100	-1.240
5.6200	-2.625
5.6300	-2.051
5.6400	3.175
5.6500	2.456
5.6600	2.567
5.6700	2.286
5.6800	2.185
5.6900	-2.905
5.7000	-2.660
5.7100	-1.244
5.7200	-2.622
5.7300	-2.058
5.7400	3.214
5.7500	2.420
5.7600	2.575
5.7700	2.290
5.7800	2.176
5.7900	-2.906
5.8000	-2.655
5.8100	-1.238
5.8200	-2.631
5.8300	-2.062
5.8400	3.203
5.8500	2.463
5.8600	2.572
5.8700	2.285
5.8800	2.201
5.8900	-2.914
5.9000	-2.658
5.9100	-1.255
5.9200	-2.623
5.9300	-2.067
5.9400	3.215
5.9500	2.471
5.9600	2.580
5.9700	2.258
5.9800	2.138
5.9900	-2.908
6.0000	-2.658
6.0100	-1.251
6.0200	-2.613
6.0300	-2.043
6.0400	3.200
6.0500	2.440
6.0600	2.554
6.0700	2.316
6.0800	2.097
6.0900	-2.934
6.1000	-2.647
6.1100	-1.246
6.1200	-2.626
6.1300	-2.021
6.1400	3.153
6.1500	2.467
6.1600	2.556
6.1700	2.279
6.1800	2.200
6.1900	-2.919
6.2000	-2.650
6.2100	-1.258
6.2200	-2.628
6.2300	-2.068
6.2400	3.212
6.2500	2.458
6.2600	2.575
6.2700	2.250
6.2800	2.137
6.2900	-2.903
6.3000	-2.651
6.3100	-1.244
6.3200	-2.607
6.3300	-2.040
6.3400	3.115
6.3500	2.214
6.3600	2.555
6.3700	2.282
6.3800	2.196
6.3900	-2.901
6.4000	-2.668
6.4100	-1.248
6.4200	-2.625
6.4300	-2.036
6.4400	3.189
6.4500	2.456
6.4600	2.642
6.4700	2.340
6.4800	2.210
6.4900	-2.889
6.5000	-2.659
6.5100	-1.245
6.5200	-2.625
6.5300	-2.058
6.5400	3.207
6.5500	2.457
6.5600	2.567
6.5700	2.312
6.5800	2.115
6.5900	-2.932
6.6000	-2.655
6.6100	-1.234
6.6200	-2.640
6.6300	-2.024
6.6400	3.147
6.6500	2.470
6.6600	2.567
6.6700	2.247
6.6800	2.130
6.6900	-2.883
6.7000	-2.658
6.7100	-1.250
6.7200	-2.604
6.7300	-2.056
6.7400	3.189
6.7500	2.456
6.7600	2.556
6.7700	2.289
6.7800	2.144
6.7900	-2.899
6.8000	-2.666
6.8100	-1.246
6.8200	-2.628
6.8300	-2.033
6.8400	3.157
6.8500	2.467
6.8600	2.557
6.8700	2.288
6.8800	2.200
6.8900	-2.904
6.9000	-2.652
6.9100	-1.243
6.9200	-2.625
6.9300	-2.069
6.9400	3.218
6.9500	2.484
6.9600	2.563
6.9700	2.307
6.9800	2.216
6.9900	-2.896
7.0000	-2.651
7.0100	-1.249
7.0200	-2.623
7.0300	-2.047
7.0400	3.212
7.0500	2.441
7.0600	2.563
7.0700	2.358
7.0800	2.200
7.0900	-2.918
7.1000	-2.668
7.1100	-1.232
7.1200	-2.644
7.1300	-2.022
7.1400	3.175
7.1500	2.441
7.1600	2.552
7.1700	2.329
7.1800	2.208
7.1900	-2.955
7.2000	-2.622
7.2100	-1.267
7.2200	-2.621
7.2300	-2.025
7.2400	3.163
7.2500	2.440
7.2600	2.555
7.2700	2.269
7.2800	2.164
7.2900	-2.918
